,zipcode,category,name,rating,review
498,15146,Bar,Strike Zone Pub,1.0,2
499,15146,Bar,Primanti Bros,3.5,126
500,15146,Bar,McDains,4.5,7
501,15146,Bar,Tolerico's Restaurant,3.0,30
502,15146,Bar,Share Wine Lounge And Bistro,3.5,11
503,15146,Bar,Golden Goblet,3.0,13
504,15146,Grocery,Giant Eagle,3.0,26
505,15146,Grocery,Asian Food Market  Bobae,4.5,5
506,15146,Grocery,Fair Price Market,4.5,2
507,15146,Grocery,Labriola's Italian Market,3.5,15
508,15146,Grocery,Patel Brothers,3.0,10
509,15146,Grocery,Sam's Club,3.0,15
510,15146,Grocery,GFS Marketplace,4.0,5
511,15146,Grocery,Patel Brothers,5.0,1
512,15146,Grocery,Aldi,4.5,3
513,15146,Grocery,Scozio's Family Supermarkets & Pastry Shoppes,4.0,1
514,15146,Grocery,Haymaker Village Shop & Save,1.0,2
515,15146,Grocery,Gordon Food Service Marketplace,5.0,1
516,15146,Grocery,Sheetz #327,3.5,2
517,15668,American,Juniper Grill - Murrysville,4.0,88
518,15668,American,First Watch,4.0,22
519,15668,American,Dick's Diner,4.0,68
520,15668,American,Murrysville Pizza,4.5,2
521,15668,American,Burgatory,4.0,136
522,15668,American,Crave Melt and Tap,3.5,77
523,15668,American,Bob's Inn,3.5,9
524,15668,American,Atria's Restaurant,3.5,77
525,15668,American,North Park Lounge,3.5,99
526,15668,American,Eat'n Park,3.5,8
527,15668,American,Applebee's Grill + Bar,2.5,18
528,15668,Asian,Asian Cafe,4.0,16
529,15668,Asian,Jade Garden Restaurant,3.5,25
530,15668,Asian,Hunan Kitchen,4.0,15
531,15668,Latin,Madero Cantina,4.0,75
532,15668,Bar,Crave Melt and Tap,3.5,77
533,15668,Bar,North Park Lounge,3.5,99
534,15668,Bar,Bob's Inn,3.5,9
535,15668,Bar,Juniper Grill - Murrysville,4.0,88
536,15668,Bar,Burgatory,4.0,136
537,15668,Bar,Applebee's Grill + Bar,2.5,18
538,15668,Bar,Atria's Restaurant,3.5,77
539,15668,Grocery,Shop 'N Save,2.5,2
540,15668,Grocery,Murrysville Shop'n Save Market,1.0,1
541,15668,Grocery,Ferri Family Pharmacy,3.0,7
542,15668,Grocery,Sheetz #204,3.5,13
543,15065,American,Saxon Inn,3.5,11
544,15065,American,Anchor Inn,3.5,20
545,15065,American,Eat'n Park,3.5,6
546,15065,American,Fortune Star Buffet & Grill,2.5,14
547,15065,American,Phillippi's Family Dining & Pizzeria,4.0,16
548,15065,American,American Family Hobbycraft,3.0,1
549,15065,American,American Legion Post 48,5.0,1
550,15065,Bar,Saxon Inn,3.5,11
551,15065,Bar,Phillippi's Family Dining & Pizzeria,4.0,16
552,15065,Grocery,Blackberry Meadows Farm,5.0,3
553,15065,Grocery,Community Super Market,2.5,3
554,15065,Grocery,Walmart Supercenter,2.5,4
555,15065,Grocery,Walmart Supercenter,2.5,2
556,15068,American,Harry's,5.0,1
557,15068,American,The Breakaway Bar and Grill,4.0,18
558,15068,American,Gunny's Lounge,4.0,10
559,15068,American,Elena Restaurant & Cafe,4.0,27
560,15068,American,Clark's Diner,4.5,3
561,15068,American,Kings,4.0,3
562,15068,American,Stella's Restaurant,4.0,17
563,15068,American,Denny's,3.5,14
564,15068,American,Wendy's,1.0,2
565,15068,American,Claudette's Kitchen,4.0,3
566,15068,American,Eat'n Park,2.5,4
567,15068,American,King's Family Restaurants,3.0,8
568,15068,American,Hanes Tavern,3.0,2
569,15068,American,Mogie's Restaurant & Irish Pub,2.5,8
570,15068,American,Wendy's,1.5,2
571,15068,American,Woodpeckers Pub & Grub,3.5,18
572,15068,American,Beermuda,3.0,32
573,15068,Asian,Asian Kitchen,4.5,14
574,15068,Asian,Bamboo Republic,5.0,36
575,15068,Bar,The Breakaway Bar and Grill,4.0,18
576,15068,Bar,House of 1000 Beers,4.5,71
577,15068,Bar,Harry's,5.0,1
578,15068,Bar,Gunny's Lounge,4.0,10
579,15068,Bar,Woodpeckers Pub & Grub,3.5,18
580,15068,Bar,Blind Pig Saloon,1.0,1
581,15068,Grocery,Giant Eagle,3.0,9
582,15068,Grocery,Aldi,4.5,3
583,15068,Grocery,Costa Market,5.0,6
584,15068,Grocery,Golden Dawn Supermarket,4.0,3
585,15068,Grocery,Community Super Market,2.0,4
586,15068,Grocery,Eazer's Restaurant & Deli,4.0,14
587,15068,Grocery,A-Plus Mini Market,3.0,1
588,15068,Grocery,Shop N Save,1.0,2
589,15068,Grocery,All Season Mini Market,2.0,1
590,15137,American,Broad Street Bistro,4.0,22
591,15137,American,Hurricane Alley,3.0,4
592,15137,American,Eat'n Park,3.0,5
593,15137,American,Burger King,2.5,11
594,15137,American,Denny's,3.5,10
595,15137,American,Kings,3.0,16
596,15137,American,Primanti Bros,3.0,38
597,15137,American,Full Pint Brewing Company,4.0,26
598,15137,American,Burger King,2.0,9
599,15137,Bar,Broad Street Bistro,4.0,22
600,15137,Bar,Drew Menas Restaurant & Lounge,2.5,15
601,15137,Bar,Flix sports bar,2.0,4
602,15137,Bar,Phoenix Big Cinemas North Versailles Stadium 18,4.0,22
603,15137,Bar,Primanti Bros,3.0,38
604,15137,Grocery,Walmart Supercenter,2.5,7
605,15137,Grocery,Save-A-Lot,1.5,2
606,15137,Grocery,Giant Eagle,4.0,5
607,15071,American,Helicon Brewing,4.5,25
608,15071,American,Jo Jo's Place,4.5,17
609,15071,American,The Diner,3.5,49
610,15071,American,Settle Inn,4.0,2
611,15071,American,Rooster's Road House,3.5,3
612,15071,American,Scoops & More,4.5,23
613,15071,American,The Pub at Tonidale,3.0,8
614,15071,American,Tonidale Restaurant and Lounge,2.0,4
615,15071,Bar,The Pub at Tonidale,3.0,8
616,15071,Bar,Oakdale Inn,3.0,6
617,15071,Bar,Rooster's Road House,3.5,3
618,15071,Grocery,Sil's Market,2.5,3
619,15071,Grocery,Sunny Meadow Foods,4.0,1
620,15071,Grocery,Huckleberry's,4.0,1
621,15139,American,The Chelsea Grille,4.0,57
622,15139,American,The Mighty Oak Barrel,4.0,41
623,15139,American,What's Cooking at Casey's,3.5,44
624,15139,American,The Pub At 333,3.5,73
625,15139,American,Hoffstot's Cafe Monaco,3.5,83
626,15139,American,The Lot at Edgewater,3.5,45
627,15139,American,Carnivores Restaurant & Sports Bar,3.5,82
628,15139,American,Oakmont Tavern,3.0,19
629,15139,Asian,China House,4.0,19
630,15139,Bar,The Pub At 333,3.5,73
631,15139,Bar,Mike's Wife's Bar & Grill,3.5,9
632,15139,Bar,Carnivores Restaurant & Sports Bar,3.5,82
633,15139,Bar,Oakmont Tavern,3.0,19
634,15139,Bar,Hoffstot's Cafe Monaco,3.5,83
635,15139,Bar,Michael A's Restaurant & Lounge,3.0,21
636,15139,Grocery,Oakmont Olive Oil Company,5.0,1
637,15139,Grocery,Oakmont Deli,4.0,22
638,15139,Grocery,Giant Eagle,1.0,1
639,15140,Bar,PFD 2 Social Club,5.0,1
640,15140,Grocery,Joe's Butcher Shop,4.0,3
641,15201,American,Cinderlands Beer,4.5,83
642,15201,American,Industry Public House,3.5,530
643,15201,American,Walter's Southern Kitchen,3.0,73
644,15201,American,Stinky's Bar & Grill,4.0,52
645,15201,American,Pastitsio,4.0,105
646,15201,American,The Abbey on Butler Street,3.5,270
647,15201,American,Dive Bar & Grill,4.0,130
648,15201,American,The Vandal,4.0,201
649,15201,American,Hambone's Neighborhood Bar and Grill,3.5,82
650,15201,American,Geppetto Cafe,4.5,166
651,15201,American,New Amsterdam,3.5,110
652,15201,American,Burgh'ers Brewing,4.0,145
653,15201,American,Wendy's,2.5,24
654,15201,American,Full Pint Wild Side,4.0,55
655,15201,American,Ki Ramen,3.5,171
656,15201,American,Poulet Bleu,4.5,103
657,15201,American,Church Brew Works,3.5,1026
658,15201,Asian,Umami,4.0,222
659,15201,Asian,Banh Mi & Ti,4.5,219
660,15201,Asian,Ki Ramen,3.5,171
661,15201,Asian,Hug Thai,3.5,19
662,15201,Asian,Zen Asian Diner,3.0,85
663,15201,Latin,Morcilla,4.5,256
664,15201,Latin,Ki Pollo,3.5,60
665,15201,Latin,Round Corner Cantina,3.5,354
666,15201,Bar,New Amsterdam,3.5,110
667,15201,Bar,Grapperia,4.5,50
668,15201,Bar,The Goldmark,4.0,24
669,15201,Bar,Bierport,4.5,34
670,15201,Bar,The Vandal,4.0,201
671,15201,Bar,Industry Public House,3.5,530
672,15201,Bar,Belvedere's,3.5,53
673,15201,Bar,The Abbey on Butler Street,3.5,270
674,15201,Bar,North Park Lounge Lawrenceville,4.5,19
675,15201,Bar,Cattivo,3.5,27
676,15201,Bar,Kelly's Korner,4.0,9
677,15201,Bar,Full Pint Wild Side,4.0,55
678,15201,Bar,Spirit Lodge,4.0,81
679,15201,Bar,Dive Bar & Grill,4.0,130
680,15201,Bar,Hambone's Neighborhood Bar and Grill,3.5,82
681,15201,Bar,Remedy Restaurant and Lounge,3.5,55
682,15201,Bar,Merchant Oyster Company,3.5,74
683,15201,Bar,Round Corner Cantina,3.5,354
684,15201,Bar,Umami,4.0,222
685,15201,Bar,The Allegheny Wine Mixer,4.5,140
686,15201,Bar,Ki Ramen,3.5,171
687,15201,Grocery,52nd Street Market,5.0,17
688,15201,Grocery,Shop 'n Save,2.5,5
689,15201,Grocery,Many More Asian Market,4.0,16
690,15201,Grocery,Salonika Imports,4.5,7
691,15201,Grocery,Salem's Market & Grill,4.5,196
692,15201,Grocery,Family Dollar Stores,3.5,4
693,15201,Grocery,Quick Stop Convenience Store Mini Mart,4.5,3
694,15202,American,Revival on Lincoln,5.0,8
695,15202,American,Grille 565,4.0,38
696,15202,American,Pizza Ephesus,3.5,46
697,15202,American,Joe's Rusty Nail,4.0,67
698,15202,American,Pizza Pronto & Gyro House - Avalon,4.0,34
699,15202,American,Cafe Notte,4.0,62
700,15202,American,Eat'n Park,3.5,23
701,15202,American,The Jackman Bar & Restaurant,3.5,10
702,15202,American,Rupe's Roadhouse,4.0,30
703,15202,American,Bellevue Diner,3.5,24
704,15202,American,Big Shot Bob's House of Wings - Avalon,4.5,97
705,15202,American,Chev & Rachel's Family Diner,4.5,36
706,15202,American,Dari-Villa Restaurant,3.5,23
707,15202,American,Burger King,3.0,6
708,15202,American,Rusty Dory Pub,3.5,19
709,15202,American,Wendy's,1.5,10
710,15202,American,Sunny Jim's Tavern,3.5,80
711,15202,American,McDonald's,3.0,13
712,15202,Asian,Thai Tamarind,4.0,102
713,15202,Asian,House of Lee Restaurant,3.0,35
714,15202,Bar,Johnny's Hide-A-Way,4.5,2
715,15202,Bar,Rusty Dory Pub,3.5,19
716,15202,Bar,The Jackman Bar & Restaurant,3.5,10
717,15202,Bar,Grille 565,4.0,38
718,15202,Bar,Rupe's Roadhouse,4.0,30
719,15202,Bar,Cafe Notte,4.0,62
720,15202,Bar,Carline Cafe,1.0,1
721,15202,Bar,Sunny Jim's Tavern,3.5,80
722,15202,Grocery,Kuhn's Market,3.0,12
723,15202,Grocery,Produce Plus Market and Deli,4.5,3
724,15203,American,Dive Bar and Grille,4.0,57
725,15203,American,Fat Heads Saloon,4.0,715
726,15203,American,The Urban Tap,4.0,267
727,15203,American,The Smiling Moose,4.0,133
728,15203,American,Carmella's Plates & Pints,4.0,181
729,15203,American,20th St. Bar and Grill,1.5,2
730,15203,American,Acacia,4.5,137
731,15203,American,Excuses Bar & Grill,4.0,31
732,15203,American,Stagioni,4.0,128
733,15203,American,Nadine's,4.0,99
734,15203,American,UUBU 6,3.5,14
735,15203,American,Piper's Pub,4.5,367
736,15203,American,Double Wide Grill,3.5,438
737,15203,American,Streets On Carson,4.5,113
738,15203,American,Red & Irene's Tavern,5.0,5
739,15203,American,Hello Bistro,3.5,76
740,15203,American,Ruggers Pub,4.0,40
741,15203,American,Smokin' Joe's,4.0,90
742,15203,American,The Flats on Carson,3.0,31
743,15203,American,Green Front Inn,3.5,10
744,15203,American,Tres Rios,4.0,139
745,15203,American,Primanti Bros,3.5,158
746,15203,American,OTB Bicycle Café,4.0,223
747,15203,American,Finn McCools,3.0,14
748,15203,American,The Pub Chip Shop,4.5,232
749,15203,American,Bruegger's Bagels,3.5,24
750,15203,Asian,Cambod-Ican Kitchen,4.5,115
751,15203,Asian,Dancing Crab Thai Noodle House,4.5,120
752,15203,Asian,Lin's Asian Fusion,3.5,113
753,15203,Asian,Apsara Cafe,4.0,84
754,15203,Asian,Little Tokyo Bistro,4.0,122
755,15203,Asian,Asian Fusion Bowl,3.5,18
756,15203,Asian,Mad Noodles,3.5,78
757,15203,Asian,Thai Me Up,3.5,191
758,15203,Asian,Nakama,3.0,333
759,15203,Latin,The Colombian Spot,4.5,92
760,15203,Latin,Cilantro & Ajo,4.5,27
761,15203,Latin,Tres Rios,4.0,139
762,15203,Latin,"La Palapa, Traditional Mexican Kitchen",4.0,218
763,15203,Latin,Doce Taqueria,4.5,237
764,15203,Latin,Emilliano's Mexican Restaurant and Bar,3.5,265
765,15203,Indian,The Zenith,4.0,184
766,15203,Bar,Acacia,4.5,137
767,15203,Bar,Jekyl & Hyde,4.0,36
768,15203,Bar,Dive Bar and Grille,4.0,57
769,15203,Bar,The Smiling Moose,4.0,133
770,15203,Bar,Piper's Pub,4.5,367
771,15203,Bar,Carmella's Plates & Pints,4.0,181
772,15203,Bar,Excuses Bar & Grill,4.0,31
773,15203,Bar,Smokin' Joe's,4.0,90
774,15203,Bar,Jack's  Bar,4.0,69
775,15203,Bar,Tiki Lounge,3.0,81
776,15203,Bar,Skybar Pittsburgh,2.0,26
777,15203,Bar,The Urban Tap,4.0,267
778,15203,Bar,Streets On Carson,4.5,113
779,15203,Bar,White Eagle,4.0,6
780,15203,Bar,Hofbrauhaus Pittsburgh,4.0,684
781,15203,Bar,The Flats on Carson,3.0,31
782,15203,Bar,Walker's Pub,3.5,7
783,15203,Bar,Red & Irene's Tavern,5.0,5
784,15203,Bar,Ruggers Pub,4.0,40
785,15203,Bar,Brewski's,4.0,18
786,15203,Bar,Carson Street Deli & Craft Beer Bar,4.5,121
787,15203,Bar,88,5.0,1
788,15203,Bar,Pregame,5.0,5
789,15203,Bar,Birmingham Bridge Tavern,4.0,72
790,15203,Bar,Garvey's,4.0,2
791,15203,Bar,Casey's Draft House,3.5,29
792,15203,Bar,Tres Rios,4.0,139
793,15203,Bar,Mario's South Side Saloon,3.0,100
794,15203,Grocery,Giant Eagle,2.0,21
795,15203,Grocery,Aldi,4.0,27
796,15203,Grocery,South Side Farmers Market,3.5,5
797,15203,Grocery,Rite Aid,4.0,6
798,15203,Grocery,Schwartz Market,2.0,1
799,15203,Grocery,Get Go,3.0,13
800,15205,American,Mission BBQ,4.5,83
801,15205,American,Bishop's Corner Café,4.5,16
802,15205,American,Hanlon's Cafe,4.5,30
803,15205,American,Fireside Inn,3.5,15
804,15205,American,Pennsbury Pub & Grill,3.5,21
805,15205,American,Creekhouse,3.5,91
806,15205,American,Central Diner & Grille,4.0,490
807,15205,American,Asado Urban Grill at Pittsburgh,4.0,1
808,15205,American,Primanti Bros,3.5,141
809,15205,American,First Watch,4.0,93
810,15205,American,Steak ’n Shake,2.0,97
811,15205,Asian,Ya Fei,4.0,90
812,15205,Asian,Thai Foon,3.5,177
813,15205,Asian,Chan An Restaurant,4.0,24
814,15205,Asian,Sushi Bomb,4.0,21
815,15205,Asian,P.F. Chang's,3.0,86
816,15205,Asian,Angkor Restaurant,4.0,118
817,15205,Asian,Ichiban,3.5,96
818,15205,Asian,Panda Express,3.0,19
819,15205,Latin,Bahama Breeze,3.5,163
820,15205,Indian,Thai Foon,3.5,177
821,15205,Bar,Fireside Inn,3.5,15
822,15205,Bar,Bishop's Corner Café,4.5,16
823,15205,Bar,All Star Sports Bar & Grill,3.5,50
824,15205,Bar,Circle Inn,4.0,3
825,15205,Bar,Mugshots Cafe,3.0,12
826,15205,Bar,Pennsbury Pub & Grill,3.5,21
827,15205,Bar,Creekhouse,3.5,91
828,15205,Bar,Primanti Bros,3.5,141
829,15205,Bar,The Hop House - Greentree,3.0,62
830,15205,Bar,Blinky's Noble Grill & Bar,3.0,19
831,15205,Grocery,Giant Eagle Market District,4.0,102
832,15205,Grocery,Aldi,3.5,3
833,15205,Grocery,Giant Eagle,3.5,3
834,15205,Grocery,Market Fresh Meats,4.5,3
835,15205,Grocery,Walgreens,4.5,3
836,15205,Grocery,Cvs/Pharmacy,3.5,4
837,15205,Grocery,Shop N'save,2.0,3
838,15206,American,Spoon,4.0,313
839,15206,American,Wallace's Whiskey Room + Kitchen,3.5,7
840,15206,American,Whitfield,4.0,212
841,15206,American,Fish Nor Fowl,4.0,23
842,15206,American,BRGR,3.5,443
843,15206,American,The Fire Side Public House,3.5,156
844,15206,American,The Urban Tap,3.5,132
845,15206,American,Muddy Waters Oyster Bar,4.5,389
846,15206,American,East End Brewing Company,4.5,99
847,15206,American,Spork,4.0,124
848,15206,American,Primanti Bros,3.5,36
849,15206,American,Park Place Pub,3.0,30
850,15206,American,Couch Brewery,4.0,25
851,15206,American,Kelly's Bar & Lounge,3.5,168
852,15206,Asian,Noodlehead,4.5,1105
853,15206,Asian,honeygrow,4.0,100
854,15206,Asian,Teppanyaki Kyoto,4.0,168
855,15206,Asian,Szechuan Spice,4.0,75
856,15206,Asian,Smiling Banana Leaf,4.0,445
857,15206,Asian,Asiatique Thai Bistro,3.5,72
858,15206,Asian,China Garden,2.5,22
859,15206,Indian,Choolaah Indian BBQ,4.0,219
860,15206,Indian,honeygrow,4.0,100
861,15206,Bar,Lorelei,4.0,29
862,15206,Bar,Wallace's Whiskey Room + Kitchen,3.5,7
863,15206,Bar,La Riviera Bistro,5.0,7
864,15206,Bar,Muddy Waters Oyster Bar,4.5,389
865,15206,Bar,The Fire Side Public House,3.5,156
866,15206,Bar,Shadyside Hideaway Bar,3.0,13
867,15206,Bar,Kelly's Bar & Lounge,3.5,168
868,15206,Bar,The Urban Tap,3.5,132
869,15206,Bar,Couch Brewery,4.0,25
870,15206,Bar,Park Place Pub,3.0,30
871,15206,Bar,Bulldog Pub,4.5,53
872,15206,Bar,Social,3.0,234
873,15206,Bar,Spork,4.0,124
874,15206,Bar,Casbah,4.0,381
875,15206,Grocery,Trader Joe's,4.0,144
876,15206,Grocery,Whole Foods Market,3.5,146
877,15206,Grocery,ALDI,4.0,36
878,15206,Grocery,Bryant Street Market,4.5,17
879,15206,Grocery,Giant Eagle,2.5,21
880,15206,Grocery,Fine Wine & Good Spirits - Premium Collection,4.0,39
881,15206,Grocery,R Market,3.0,1
882,15206,Grocery,Walgreens,2.5,6
883,15206,Grocery,Pistella Beer Distributors,4.0,20
884,15206,Grocery,Dollar Tree,3.0,7
885,15206,Grocery,Le's Grocery,2.5,2
886,15206,Grocery,Rite Aid,4.0,5
887,15206,Grocery,Morningside Market,3.0,1
888,15207,American,C&D's Kitchen,4.0,1
889,15207,American,Big Jim's Restaurant & Bar,4.0,186
890,15207,American,Yesterday's Bar & Grill,3.5,9
891,15207,Bar,Yesterday's Bar & Grill,3.5,9
892,15207,Bar,Hough's,4.0,182
893,15207,Bar,Zano's Pub House,5.0,1
894,15207,Grocery,Dylamato's Market,5.0,6
895,15207,Grocery,Giant Eagle,2.5,20
896,15208,American,7 Senses,4.5,3
897,15208,American,Whitfield's Restaurant,3.0,1
898,15208,Indian,East End Food Co-Op,4.5,108
899,15208,Bar,Evergreen Cafe,4.5,5
900,15208,Bar,Galaxy Lounge & Entertainment Center,4.5,6
901,15208,Grocery,Frick Park Market,4.5,22
902,15208,Grocery,East End Food Co-Op,4.5,108
903,15209,American,Hardee's,4.0,22
904,15209,American,Barking Shark Bar & Grill,2.5,3
905,15209,American,Around the Corner Bar and Grill,4.0,2
906,15209,American,Bar 3 Millvale,4.0,38
907,15209,American,Grant Bar,4.0,42
908,15209,American,Sidelines Bar & Grill,4.0,85
909,15209,American,Millvale Diner,3.5,52
910,15209,American,Strange Roots Experimental Ales,4.0,83
911,15209,Bar,Good Time Bar,3.5,3
912,15209,Bar,Bar 3 Millvale,4.0,38
913,15209,Bar,Around the Corner Bar and Grill,4.0,2
914,15209,Bar,Cousins Lounge,4.5,4
915,15209,Bar,Sidelines Bar & Grill,4.0,85
916,15209,Bar,Double L,4.0,10
917,15209,Bar,Grant Bar,4.0,42
918,15209,Bar,Barking Shark Bar & Grill,2.5,3
919,15209,Bar,Smokey's Tavern,4.0,4
920,15209,Bar,Mr Smalls Fun House,4.0,65
921,15209,Bar,Midtown Tavern,4.0,3
922,15209,Grocery,Ed & Mark's Shop'n Save,3.0,4
923,15209,Grocery,Yetter's Candy,4.5,6
924,15210,American,Breakfast At Shelly's,3.5,27
925,15210,American,Mike's Lunch,2.0,1
926,15210,American,Ferris Wheel,2.0,2
927,15210,American,Frank & Shirley's,3.5,31
928,15210,Asian,Onion Maiden,4.5,106
929,15210,Indian,Nepali Asian Restaurant,5.0,10
930,15210,Bar,Double Door Saloon,2.5,2
931,15210,Grocery,Shop 'n Save,3.5,11
932,15210,Grocery,Black Market Deli,5.0,1
933,15211,American,The Summit,4.5,132
934,15211,American,Bigham Tavern,4.0,248
935,15211,American,Vue 412,4.0,327
936,15211,American,Altius,4.5,494
937,15211,American,Coughlin's Law Kitchen and Ale House,3.5,86
938,15211,American,Shiloh Grill,4.0,334
939,15211,American,Micro Diner,4.0,158
940,15211,Bar,Bigham Tavern,4.0,248
941,15211,Bar,The Summit,4.5,132
942,15211,Bar,Shiloh Grill,4.0,334
943,15211,Bar,Cafe Nikos,4.0,12
944,15211,Bar,Altius,4.5,494
945,15211,Bar,Sloppy Joe's,3.5,12
946,15211,Bar,Redbeard's Sports Bar & Grill,3.5,118
947,15211,Bar,Le Mont,3.5,185
948,15211,Bar,Satalio's Inc,4.5,5
949,15211,Grocery,SHOP 'n SAVE,2.0,16
950,15211,Grocery,Cogo's,1.0,2
951,15212,American,Siempre Algo,5.0,10
952,15212,American,Federal Galley,4.0,163
953,15212,American,Brugge On North,4.0,30
954,15212,American,Flipt,3.0,4
955,15212,American,Supper,4.5,2
956,15212,American,Mattress Factory Cafe,4.5,16
957,15212,American,Clark Bar & Grill,3.5,15
958,15212,American,The Park House,4.0,72
959,15212,American,Pittsburgh Restaurant Week,4.5,3
960,15212,American,Lexus Club at PNC Park,4.0,27
961,15212,American,Nana's Hot Dog Shop,4.0,10
962,15212,American,Little Red Corvette,3.5,7
963,15212,American,Mullin's Diner,3.5,26
964,15212,American,Local Brewhouse,2.5,92
965,15212,American,Mt Troy Inn,4.0,5
966,15212,Asian,Subba,4.0,141
967,15212,Latin,El Burro,4.0,197
968,15212,Bar,Siempre Algo,5.0,10
969,15212,Bar,Beerhead Bar,4.0,126
970,15212,Bar,Monterey Pub,4.5,91
971,15212,Bar,Monks Bar,4.5,3
972,15212,Bar,The Park House,4.0,72
973,15212,Bar,BURN By Rocky Patel,4.0,25
974,15212,Bar,Verdetto's Bar & Restaurant,4.0,7
975,15212,Bar,Max's Allegheny Tavern,4.0,220
976,15212,Bar,Tequila Cowboy Bar & Grill,3.0,101
977,15212,Bar,Wigle Whiskey Barrelhouse and Whiskey Garden,4.5,23
978,15212,Bar,YMR Club,5.0,1
979,15212,Bar,Clark Bar & Grill,3.5,15
980,15212,Bar,Huszar,4.5,50
981,15212,Bar,Bar Louie,3.0,149
982,15212,Bar,Local Brewhouse,2.5,92
983,15212,Bar,The Foundry Table & Tap,3.5,145
984,15212,Bar,Burgatory,4.0,267
985,15212,Bar,Rumerz Sports Bar & Grill,4.5,6
986,15212,Bar,Krista's Cantina,4.5,18
987,15212,Grocery,Giant Eagle,2.0,30
988,15212,Grocery,Kuhn's Market,3.5,6
989,15212,Grocery,City Fresh Pasta,4.5,23
990,15212,Grocery,The Isaly Company,3.0,6
991,15213,American,Union Grill,4.0,349
992,15213,American,Butterjoint,4.0,183
993,15213,American,Thirsty Scholar Bar & Grille,3.5,15
994,15213,American,The Great American Grill,3.0,5
995,15213,American,Panther House Bar & Grill,4.5,4
996,15213,American,Fuel & Fuddle,3.5,302
997,15213,American,Fossil Fuels Café,3.5,3
